tempo,playlist_genre,track_artist,track_id,track_name,track_popularity
75.24,r&b,"Daniel Caesar, H.E.R.",1RMJOxR6GRPsBHL8qeC2ux,Best Part (feat. H.E.R.),84
75.447,folk,Malin Pettersen,42opmht9GJpxaxwMh79oQD,The Speed of Life,29
75.466,indian,M. S. Subbulakshmi,1IkR0OgVI1gydC4S6jnG2B,Bhaja Govindam,33
75.478,folk,Malin Pettersen,3hswSBDeVf5DNk9oUKtqlX,Fear/Hope,28
75.486,gaming,Key Glock,5GCU2LJWPzoP8Q6nexs61z,Let's Go,73
75.515,pop,Mac DeMarco,2R4AlwtrrkMaRKojcTIzmL,For the First Time,80
75.575,classical,"Cyrillus Kreek, Traditional, Anna-Liisa Eller, Angela Ambrosini, Marco Ambrosini, Vox Clamantis, Jaan-Eik Tulve",4x0gTKvCwR5gn9yFw0xWWX,Whilst Great Is Our Poverty,27
75.588,ambient,"Frans Bak, Mari Samuelsen, Hakon Samuelsen, Keld Haaning Ibsen, TrondheimSolistene",5eFDL7UQbzTIpudZQiis28,The Mist: Pt. 1,20
75.7,wellness,Hrothgar Tarek,78HCy9rFb20PwAJvk9Tv73,Spirals,55
75.704,pop,Julie Bergan,4XuK9jJP3mpYBq5qf68vfF,Arigato,38
