tempo,playlist_genre,track_artist,track_id,track_name,track_popularity
131.964,hip-hop,Chief Keef,01Lr5YepbgjXAWR9iOEyH1,Love Sosa,77
151.951,hip-hop,"Future, Lil Uzi Vert",0k7wmahjkn389wAZdz19Cv,Drankin N Smokin,70
142.791,hip-hop,Pop Smoke,792HwhrdO3ErRKL5yRe4Ge,Invincible,71
143.477,hip-hop,"JACKBOYS, Pop Smoke, Travis Scott",40mjsnRjCpycdUw3xhS20g,GATTI,69
99.7,hip-hop,"Pop Smoke, 50 Cent, Roddy Ricch",1H7KnK26kc1YyellpbINEn,The Woo (feat. 50 Cent & Roddy Ricch),68
77.528,hip-hop,Polo G,3UnYMo1aeD0o8VtHy3R8cs,Neva Cared,68
150.141,hip-hop,Key Glock,1ipSpQfzBbhPFhYm6tfVIz,Mr. Glock,70
143.01,hip-hop,"21 Savage, Metro Boomin",5SWnsxjhdcEDc7LJjq9UHk,Runnin,78
188.051,hip-hop,King Von,2297mxrYLBAC4XkhXs39If,Armed & Dangerous,72
138.05,hip-hop,Lil Yachty,5vDNippoMr52KpXBO9b9KQ,Coffin,70
76.984,hip-hop,"Lil Baby, Gunna",4F6yN5FsFW10Ucx7cLCzBh,Ready (feat. Gunna),69
130.007,hip-hop,Key Glock,03ThZweiBWFP8tOGsk6QMO,Russian Cream,69
136.006,hip-hop,"Drake, Lil Baby",65OVbaJR5O1RmwOQx0875b,Wants and Needs (feat. Lil Baby),73
165.921,hip-hop,"Drake, 21 Savage",3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),80
156.953,hip-hop,King Von,23TwR29GSeJBfXnXhmDlwR,"Crazy Story, Pt. 3",75
127.05,hip-hop,Lil Baby,577YBGuskWkVDCxZrLRB4v,Pure Cocaine,77
149.012,hip-hop,Key Glock,4mIHgQ3ofK2RK34UdbqMbe,Ambition For Cash,73
134.093,hip-hop,"Baby Keem, Kendrick Lamar",3QFInJAm9eyaho5vBzxInN,family ties (with Kendrick Lamar),79
130.029,hip-hop,"21 Savage, Metro Boomin",6pcywuOeGGWeOQzdUyti6k,Glock In My Lap,80
143.029,hip-hop,"Lil Durk, Lil Baby, Polo G",6Tguhaf2uAe6OjRLsR2Tql,3 Headed Goat (feat. Lil Baby & Polo G),68
120.031,hip-hop,"Lil Tjay, Offset, Moneybagg Yo",1dg3qy5DjoJodawfOCgrTP,Run It Up (feat. Offset & Moneybagg Yo),71
150.062,hip-hop,"DJ Khaled, Lil Baby, Lil Durk",1EJIcDYXwSqipW5dFe4uJz,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),70
