tempo,genre,track_artist,track_id,track_name,track_popularity
89.7,electronic,Yosuf,6EXi0RWDxqvxDEHFbqR7XB,Anadrol,56
89.7,soul,"Leon Thomas, Baby Rose",7Lx9TY1fYMAvOxk9GWFNkQ,I USED TO (feat. Baby Rose),53
89.7,rock,Led Zeppelin,0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,72
89.8,arabic,"Blaqbonez, Zlatan",6vGIf9ajywvcQzIdQVGnwG,BAD TILL ETERNITY (feat. Zlatan),39
89.8,wellness,Eternalistic,15xJU9AwlLlAwkcONJKVA2,Aurora's Embrace,47
89.8,indian,Khan Bhaini,5G0seszeGo0yaWF4UlnVTq,Sunke,58
89.8,ambient,"Kizz Daniel, Thyself",30YgRP8fhEWJwb5Vp6CAbx,We Must,49
89.8,rock,The Doors,6ToM0uwxtPKo9CMpbPGYvM,Break on Through (To the Other Side),72
89.9,gospel,"Prinx Emmanuel, Limoblaze",0iTk4clE5ASPjciDKc9YfR,Ifunanya,43
89.9,electronic,TWOPILOTS,5feLY0z0xGD7ogoZBRnK2P,Dancing With Your Ghost,52
89.9,electronic,Nino Ferrer,7zjkSx1EUums3s1Yg2jPJD,Le sud,57
89.9,hip-hop,Shubh,7KQdgW7QzNd9oPoCzjCU76,Bandana,73
89.9,latin,Calle 13,2ZR2Cox8oGFMdvPLiNKrJO,Digo Lo Que Pienso,43
89.9,pop,Imagine Dragons,3LlAyCYU26dvFZBDUIMb7a,Demons,72
89.9,pop,LIAMOO,3RVw958kGntWSHPJ8ab3Qb,Dark,15
89.9,lofi,Vancgroover,1mgu8HfJP14u5czwRJlGVp,Piano Roll,47
90.0,arabic,Adrian Von Ziegler,6HpsR6lJWl22BSuEw3EWI4,Enchanted Palace,23
90.0,classical,"Epic North, Peter Roe",4K9IViilzSmpsnYDQCl2U0,A Way to Freedom,31
90.0,gaming,"Post Malone, Swae Lee",0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,82
90.0,punk,Smokey Bastard,1geM10YkSCzsCIFen0LQvW,"Cheer Up Love (Worse Things Happen at Sea), Pt. 3",42
90.0,ambient,"Show Dem Camp, The Cavemen., Nsikak David",5TEgAzd2FfR0W9xj2I9ttd,Why,30
90.0,indian,Ammy Virk,6Uiuq2p2SUXgoN8hrxvCHZ,Dabde Ni,44
90.0,arabic,Lars-Luis Linek,1ll3j3ZYFOOyO62J0kT3ww,Nubia Nur,23
90.0,lofi,Sleepy Tom,3RjTVIOTj0nzPT7vYYDbTB,Walking On The Clouds,49
90.0,gaming,P.T. Adamczyk,3m8UfZwPMMbiWfGR8Lg2cR,The Rebel Path,58
90.0,pop,estraden,3MRPAZBKGc7D1KE19TLPBz,Kyssa dig nu,24
90.0,pop,"Emilia Pantic, Rasmus Wahlgren",627TiaDLjZnEBV5zJox9VE,Om inte du (feat. Rasmus Wahlgren),20
90.0,pop,"Gym Class Heroes, Adam Levine",0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),80
90.0,pop,"Dan + Shay, Justin Bieber",2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",70
90.0,lofi,Lunar Lullaby & yorukaze,6Cg95Z9BbsoylM4DKPF0qu,horizon,48
90.0,lofi,Illum Noyz,0T0Qw9dfYjTf6umYfjC5zf,Natural Midst,52
90.0,hip-hop,Shubh,4eBvRhTJ2AcxCsbfTUjoRp,Cheques,75
90.0,lofi,Oroshi,2kt3LN3iDaQMRINPRsGaJJ,temporary approved,51
90.0,latin,Raymix,32l04pZhdMpvRgynPJO2Dw,Primer Beso,55
90.0,electronic,Willix,2GHGjMlH4gyTANqtsB7ygx,Shutdown Sequence,39
90.0,korean,"CHEN, Punch",1D6lK8qADoErTTLkY4YBfM,Everytime,64
90.0,lofi,NogEgg,3DVl3BS24V9w8jqlgE8GYG,Walk in the Park,47
90.0,folk,Alexander Grandjean,4MTWIFU8gPl2gGcximDHp0,Bloom,14
90.0,latin,"Jay Wheeler, Myke Towers, Rauw Alejandro, DJ Nelson, JHAYCO, Lunay, Kendo Kaponi",7LE1K0lZyRFZjSlrnm7lfD,"La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",60
90.0,metal,Disturbed,4ImIJRZNJhNQLLdUFSYJoS,Down with the Sickness,60
90.0,ambient,Olamide,3kFdOJRsCytUFYilg7rXnX,Celebrate,41
90.0,hip-hop,Dhanda Nyoliwala,6L7EJzsVd50jBakdBHFDC4,Illegal,60
90.0,pop,Felicia Takman,32DulelwqqHmiNS3k9Wyxn,Rulla eftertexten,15
90.0,jazz,Jazzy James,16lpRQwZqORZxEqkSCi9SF,Aperitif,47
90.0,lofi,"Ngyn, nitsua.",6bpvPioiETNag9ru7CrdzG,should have never met you,47
90.0,latin,"Rauw Alejandro, Chencho Corleone",6ZOcbKub95XSDESsKKuH41,Desesperados,68
90.0,pop,Glitter Party,4wkwlPgwsQPr1Gcl2IB1Zz,time waits,44
90.0,pop,Kim Cesarion,7M5QepCsK6kYex4EWWsmhd,Bränner,15
90.0,arabic,Lil Durk,4d6NmHDQ64zEbzSAnr844z,Death Ain't Easy,42
90.0,turkish,Hande Ünsal,4BPMuZiqf3mGXnSAOG2fIA,Yangın - Akustik,42
90.0,latin,"Blessd, Anuel AA",0fKK51bU6lcCCwdNnv64t3,DEPORTIVO,72
90.0,rock,Twenty One Pilots,4wDEMzcoKArzAcUesqULIT,Heathens,33
90.0,turkish,Semicenk,38d47UiHhyu4wdbPYz0ZUB,Onlar Anlamaz Halden,75
90.0,gaming,Tommy Richman,6jlG8gBPNAgBgoivw2Ig09,DEVIL IS A LIE,78
90.0,jazz,"flâneur, marsquake",1jPThz0AXLhXUWyRorLlHq,Respiro,45
90.0,turkish,M Lisa,4QccVW3CYYLzvTY0yCwcrZ,2017,56
90.0,latin,Vale,3l5ajytlWxPY6Ans3h5jnY,Aguaceros,18
90.0,rock,Jay Statham,4quXR0oI7XSPzsFQ5ty4vH,Better Weather,42
90.0,blues,Alicia Keys,6IwKcFdiRQZOWeYNhUiWIv,No One,71
90.0,pop,Alicia Keys,6IwKcFdiRQZOWeYNhUiWIv,No One,71
90.0,classical,"Karl Jenkins, Carmine Lauri, David Alberman, London Symphony Orchestra",4FycxLfl7H5CQnqw9J6LXZ,Palladio: 1. Allegretto (arr. for Strings Orchestra),58
90.0,jazz,RejSende,0dHpOqqAHj1UsMWlIv3Qjk,Tropicana,48
90.0,world,Masayo Ishigure,48y2ToLHBlac7TYtISutUc,Haru no Umi,27
90.1,electronic,"Whethan, Flux Pavilion, MAX",0kD586ste6xyDRqUYhVlCh,Savage (feat. Flux Pavilion & MAX),53
90.1,turkish,Ezhel,14y1hmMvxwpDLbZnY5i0Ne,Kadehimi Boş Bırakma,51
90.1,classical,"Jacques Offenbach, Arthur Fiedler, Boston Pops Orchestra",1n9741DApqn5gvuxhgerCt,Tales of Hoffmann: Barcarolle,51
90.1,r&b,Alicia Keys,0mZ5GyrHG908lqrHaTw4hi,No One,76
90.1,r&b,Ashanti,6zMUIb4uce1CzpbjR3vMdN,Foolish,72
90.1,hip-hop,"The Kid LAROI, Lil Mosey",32cDvfCsazF1frFWcaMjc1,WRONG (feat. Lil Mosey),58
90.2,latin,Akapellah,1yxE5zAfz69Z5iHIYigCH4,Rueda De Prensa,11
90.2,lofi,yoranda,7k489KmPZjNkvEMgSZdY2g,Their Name Is Jazz,48
90.2,pop,Hedda Mae,03ApTIkz4BbUuIY7grHTEr,Another Stranger,14
90.3,hip-hop,"Big Narstie, Sir Spyro",7GH67OAu6ng75GGCUaSgGh,Hurdy Gurdy,33
90.4,latin,"Tego Calderón, Chyno Nyno, Voltio, Pirulo, Ñejo",5z1IjhVtDVXgGC66axmXsJ,Lo Hecho Hecho Esta,25
90.4,hip-hop,Mos Def,0IVAlb0cFCH1cQ974iR1TU,Ms. Fat Booty,67
90.5,hip-hop,"Kanye West, Dwele",5TRPicyLGbAF2LGBFbHGvO,Flashing Lights,83
90.5,hip-hop,Dr. Dre,1rylJ0VXvhOzLGNm401iaI,Keep Their Heads Ringin',66
90.5,blues,Blind Willie McTell,05Fqtv0hpBriJj803R6x8i,Statesboro Blues,31
90.6,arabic,Monica Williams,3LLxZ43yR9vhoOEUTgZgEf,Wandering,25
90.6,country,Randy Travis,4rQSLX4qMiUWL81hEQOuPY,"Forever and Ever, Amen",54
90.6,latin,"Don Omar, Tego Calderón",4BxzNZpcm1j3JczZzGNe2k,Bandoleros,68
90.8,electronic,"Simon Wester, We Dream of Eden",4wigSfbdWq48IotTxWxnZ0,Distant Memory,38
90.8,indian,"B Praak, Jaani",3jf5303mzzJ96O8xFTcEn4,"Mann Bharryaa 2.0 (From ""Shershaah"")",67
90.9,soul,SAULT,1LPQheJpIsG8rlUkCmZx2D,Fight for Love,55
90.9,world,The Balfa Brothers,4DzulM7McOqTZ4OSmLJUmF,La danse de Mardi Gras,33
90.9,latin,Los Ángeles Azules,1Y372uxsCkKqNclj2ercap,17 Años,68
90.9,latin,Canserbero,5C0UjpLuu3eGJ0ECK0dTV3,Aceptas,58
90.9,mandopop,小男孩樂團,2kLuVbzpjnRAOwaTnp7C2J,Hey Girl - Netflix影集《影后》片尾曲,48
91.0,electronic,Oxmo Puccino,0JIWgWWupVLm1NB6kjadoB,Qui peut le nier ! - Remasterisé,30
91.0,gaming,Mark Ambor,5uQ7de4EWjb3rkcFxyEOpu,Belong Together,82
91.0,pop,Mark Ambor,5uQ7de4EWjb3rkcFxyEOpu,Belong Together,82
91.0,latin,"J Balvin, Bad Bunny",6SYSu569pfYdkDT9A5lZqi,CUIDAO POR AHÍ,54
91.0,latin,Raymix,3kd5frqyats2nkTy73aW1a,Oye Mujer,29
91.0,hip-hop,"ROMderful, KayFaraway",7vYQzHVUT3Q6GSOk43bMvE,MYWAY!,19
91.0,jazz,Cap Kendricks,5TYagQdQRwe9ivfuKU471K,Think Twice,47
91.0,latin,Canserbero,6hrNshJaEQf0xtbHF1syxS,Epílogo,49
91.0,arabic,"24kGoldn, iann dior",4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),80
91.0,gaming,"24kGoldn, iann dior",4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),80
91.0,rock,beabadoobee,7ddVpLW467CLYffbPRQNmH,Take A Bite,58
91.0,jazz,Euge Groove,16hiBwYiCd0crSiBtCXsMN,Mr. Groove,47
91.0,latin,Ozuna,2x6WhnhzmKMbG1oO5fIW5G,Fuego,35
91.0,pop,Iyaz,4E5P1XyAFtrjpiIxkydly4,Replay,75
91.0,electronic,Kavinsky,0U0ldCRmgCqhVvD6ksG63j,Nightcall,73
91.0,jazz,Kirk Whalum,1uQnqFPN4Fzvn17DGX0eBj,Any Love,47
91.0,folk,"Goodnight, Texas",7mkemk33kdLQvrkIpRkWWd,The Railroad,55
91.0,pop,Maroon 5,4cktbXiXOapiLBMprHFErI,Memories,82
91.1,soul,Mary J. Blige,5n2wrLDldsLbFWi8dmqJua,Can’t Wait For You,39
91.1,brazilian,Almir Guineto,7z58tb8L6MUn6ybmTQXU1g,Pedi Ao Céu,23
91.1,indian,"Jubin Nautiyal, Emraan Hashmi",2rU33n6Fhd6G1MzYhUj6C5,Lut Gaye,59
91.5,rock,Red Hot Chili Peppers,3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,81
91.5,blues,Lionel Richie,5adn4ZgPExQa8fRzroAN46,Do It To Me,30
91.5,latin,Fito Olivares,2SeiuHGC1rlWYAb3nLfILU,Fin De Semana,19
91.6,rock,Red Hot Chili Peppers,0uppYCG86ajpV2hSR3dJJ0,Give It Away,72
91.6,arabic,Harry Gregson-Williams,4Vt93gKXpOG2WlxRVQuSuz,"The Prince Of Persia - From ""Prince of Persia: The Sands of Time""/Score",29
91.8,lofi,bomull,1eGHzlNpyXAsi4qKfm5z27,hjortron,52
91.8,hip-hop,The Notorious B.I.G.,2KFg8kjYy0rYjWsXGhEQHN,Who Shot Ya? - 2005 Remaster,64
91.8,rock,Radiohead,6b2oQwSGFkzsMtQruIWm2p,Creep,27
91.8,rock,Radiohead,70LcF31zb1H0PyJoS1Sx1r,Creep,86
91.9,ambient,"Mr Eazi, Joeboy",5E9gbfvLaMP1MC8wWzq7vh,Zuzulakate,23
91.9,rock,Linkin Park,6i5qhmmF9UNUBRyrPSGn4m,Two Faced,79
91.9,latin,"Mora, Feid",5jt25aFjW2kNoBqaEVaz5W,LA INOCENTE,78
92.0,latin,"ROSALÍA, Ozuna",7BlBVFwvbWvcwNcUarQmjk,"Yo x Ti, Tu x Mi",69
92.0,latin,Farruko,15OjBeqNX3bShsGYQbteRv,La Tóxica,59
92.0,soul,Mary J. Blige,2PYmLWYQKcyiDoduL1ewVO,You Ain't The Only One,47
92.0,latin,Bad Bunny,5DxXgozhkPLgrbKFY91w0c,Vete,67
92.0,latin,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",3mg9jYNC1NihbthlglzrWP,+57,84
92.0,pop,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",3mg9jYNC1NihbthlglzrWP,+57,84
92.0,brazilian,As Galvão,1XSE20FXq8BXPOGyfgA4J3,Forró Do Embolaxado,25
92.0,latin,"Daddy Yankee, NATTI NATASHA, Becky G",4pN4uE4g6srE6376NDwMJP,ZONA DEL PERREO,46
92.0,latin,Myke Towers,7ABLbnD53cQK00mhcaOUVG,LALA,82
92.0,world,Rels B,5IQfg3XiRgQpbKnbyiIDNx,Una Cumbia Triste,53
92.0,pop,Sabina Ddumba,5qEKL2VgzRlsL7gFjgf11I,"Not Too Young, Pt. 2",23
92.0,ambient,"Wizkid, Jazmine Sullivan",3Ae97zTfGTtJzDfmCweNn8,Bad For You (feat. Jazmine Sullivan),43
92.0,jazz,"Sem0r, Loyae",0FMQXVgSQLpUMv9mxJJ7hk,Blossom,45
92.0,k-pop,aespa,5eWcGfUCrVFMoYskyfkEPE,Armageddon,74
92.0,latin,Tego Calderón,5YJ4BVvTFmVCxUyhKejHfR,Pa' Que Retozen,78
92.0,indian,"Mankirt Aulakh, Gurlez Akhtar",7vUfIIQiH3K3J5tmN46HE5,8 Raflaan (feat. Gurlez Akhtar),53
92.0,ambient,"Wande Coal, Wizkid",2mwNqgMNrguu5Xlns3kqeg,Ebelebe (feat. Wizkid),54
92.0,arabic,"Wande Coal, Wizkid",2mwNqgMNrguu5Xlns3kqeg,Ebelebe (feat. Wizkid),54
92.0,electronic,c152,60KJoUVx9Pvs0mKGwbwrh0,Lost World,39
92.0,latin,"Bad Bunny, Chencho Corleone",6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,81
92.0,world,Dovid Lowy,7HPUt2ZvpOFxYjeSALF2cU,BaTachti,24
92.0,ambient,Tems,1D1M805zV8DwhYXsvJdQZx,Burning,67
92.0,latin,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",34ZngZgo8xicbt1EE8Ob8Z,Porno,70
92.0,r&b,Brent Faiyaz,0oufSLnKQDoBFX5mgkDCgR,Trust,75
92.0,latin,"Lunay, Daddy Yankee, Bad Bunny",1c0hsvHLELX6y8qymnpLKL,Soltera (Remix),66
92.0,soul,Cleo Sol,6aQ7nlAEOhhRnsHi6eY0zT,Promises,59
92.0,electronic,Therapie TAXI,1p9dxTMtG4gZpLp7yzvT54,Eté 90,65
92.0,electronic,Aya Nakamura,47LFcy7prvEY5D08d26zOo,40%,57
92.0,latin,Bad Bunny,4r9jkMEnArtWGH2rL2FZl0,A Tu Merced,73
92.0,latin,Bad Bunny,5RubKOuDoPn5Kj5TLVxSxY,TE MUDASTE,72
92.0,hip-hop,"Warren G, O.G.L.B.",2ImuQo1g14CTR9hZAZD3aQ,This D.J.,64
92.0,ambient,"Tems, J. Cole",3cuUZnjDwk4cUJCFinYbAC,Free Fall (feat. J. Cole),65
92.0,metal,Korn,1pr9TZGOXeJUggIal1Wq3R,Blind,68
92.1,brazilian,Rastapé,5WkFvJMsUCzmUFn7pd9qyB,Namoro,25
92.1,hip-hop,Matuê,6QsHhB0W9GtLF3cI7mUVkQ,1993,73
92.1,hip-hop,Mac Miller,7cAFB83sEKAmwekVvQtGZj,Nikes on My Feet,67
92.1,reggae,Sublime,4paJ10JPNCyOaLtz2cY928,Badfish,67
92.1,latin,Danny Ocean,1UdzJEpgJxtuXAlCOvD4S0,Fuera del mercado,76
92.1,world,Mordechai Shapiro,1xqvKYQCLASKZAALZTXwUR,Schar Mitzvah,32
92.1,arabic,Two Worlds II,0VCFk2CmecCNCknooDSYEP,Eastern Falvours,20
92.1,electronic,Onur Tarçın,6rhjpN1A3oYJEYTqzqAA2P,"Tomorrow, I'll be fine",42
92.1,indian,"Tyagaraja, M. Balamuralikrishna",26M1pQcbDBpGxV6tqX2tDE,Kalaharana - Atana - Adi,13
92.2,world,Los Cafres,6yyrsrci6u2nreFlhXSy3J,Tus Ojos,66
92.5,classical,"Ludovico Einaudi, Daniel Hope, I Virtuosi Italiani",1BncfTJAWxrsxyT9culBrj,Experience,75
92.5,electronic,Lil Texas,08XCFa4gCODqSy6FDv2Uhs,Drop That,50
92.5,pop,Alicia Keys,4esOae7i4rqTbAu9o5Pxco,Girl on Fire,74
92.5,latin,"KAROL G, Maldy",1ga4PztXOIw1yBbdUt2X8v,GATÚBELA,68
92.6,j-pop,Eve,5MVjxslIF7mVtYo75Nk445,廻廻奇譚,53
92.6,latin,"J Balvin, Bad Bunny",25ZAibhr3bdlMCLmubZDVt,QUE PRETENDES,75
92.7,rock,TOTO,2374M0fQpWi3dLnB54qaLX,Africa,83
92.7,electronic,Lunatic,72B5i2mQecSeyVJhVo1NWb,Pas l'temps pour les regrets,47
92.8,r&b,Ne-Yo,6brl7bwOHmGFkNw3MBqssT,So Sick,78
92.9,hip-hop,Ice Cube,2Ih217RCGAmyQR68Nn7Cqo,You Know How We Do It,76
92.9,pop,Mary J. Blige,3aw9iWUQ3VrPQltgwvN9Xu,Family Affair,78
92.9,r&b,Mary J. Blige,3aw9iWUQ3VrPQltgwvN9Xu,Family Affair,78
92.9,ambient,Oxlade,2WigMwGJysIh9fRnSJvpjn,KU LO SA - A COLORS SHOW,70
92.9,latin,Oxlade,2WigMwGJysIh9fRnSJvpjn,KU LO SA - A COLORS SHOW,70
92.9,brazilian,"Arlindo Cruz, Sombrinha",2yPgqXW4txw40j1eWAePZh,Hoje tem samba,30
93.0,ambient,Burna Boy,6Z7X86HZWODk0KPVmOsCKR,"Tested, Approved & Trusted",51
93.0,punk,The Red Jumpsuit Apparatus,4wzjNqjKAKDU82e8uMhzmr,Face Down,75
93.0,pop,Britney Spears,3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,81
93.0,hip-hop,AP Dhillon,4WLDaQ8AgSwUgFoPzJkAYK,Old Money,71
93.0,ambient,"Asake, LUDMILLA",1RMEvuPu0Lq5GzBedlzEdA,Whine,56
93.0,latin,"J Balvin, Mr Eazi",5zzbORcD0GwLY0wQHP1Xs1,Arcoíris,48
93.0,latin,"Bad Bunny, Zion & Lennox",4EJHKSnHENfjOxXWryyNtL,MÁS DE UNA CITA,57
93.0,brazilian,Os Fulano,5EEzElw6eLz65XWX8aCfo4,Baile de Luxo,23
93.0,electronic,Tony Anderson,1ey4hhMVl1Tv9MK1y44tS0,Ariana,41
93.0,r&b,Brent Faiyaz,1zgHn1EqUyA0HqNYMdJ5ia,Best Time,80
93.0,brazilian,"Nickodemus, Fémina, El Búho",6qIPm4fwQWbjAGH2pHO4NZ,Inmortales (Body Move) - El Búho Remix,16
93.0,hip-hop,"Alias Molombo, Skee",49xjPtr0qFNGgAFdOvqeUh,Keep It Alive,29
93.0,latin,"Brray, JHAYCO, Ryan Castro",6k5wiT5l9DK8iZmhvEvoqo,Corazón Roto - Remix,69
93.0,pop,Poolkant,238cGn6CtR3w3Ugage1c8o,Du & jag,21
93.0,arabic,"Heiko Streicher, Stefan Heinz",6xUUwsBkj6UfLKVbIpA9pl,The Orient Is Calling,23
93.0,latin,Sebastián Cortés,6D4d7V82Y86m3PJw7vUJVF,Borracho,30
93.0,brazilian,Ó Do Forró,3jDEjxMg2YR3j7HZWXYz43,Bate no Pandeiro,17
93.0,brazilian,Grupo Fundo De Quintal,4QifTadpQAdY4039WuojvG,Lucidez,31
93.0,latin,Farruko,5i157UDeVbKnJPH7Qgvsue,Lambo,29
93.0,ambient,"Burna Boy, J. Cole",5hejGb1TchNpLD7gfJARVU,Thanks (feat. J. Cole),44
93.0,lofi,Altair Blake,73irKR6LXAcLnPxVWZgYlc,Fly Away,41
93.1,latin,J Balvin,1syf62zw48zu4FrPwMtDHk,Gris,54
93.1,latin,"Nicki Nicole, Rauw Alejandro",0lQk4UhEVDnOH5vYH0vgHM,Sabe,50
93.1,gospel,Mazi Floss,4H5CjHyW6VgDzrRcRGwKvh,Kelechi,28
93.1,pop,Elina,02VOS5QRFc6i1XQVROAeDi,Here With Me,44
93.1,afrobeats,"KeBlack, SDM",1jHHHH1GlrwdO5az2Q6A6K,Boulot,24
93.1,blues,Fantasia,4iuNZTcvT9diFySSzVsnVS,When I See U,69
93.1,r&b,"Brandy, Monica",6sHsXIJoEN5JpdkGMQDJxt,The Boy Is Mine,73
93.2,afrobeats,"Wizkid, Brent Faiyaz",2nYeyMeqYDiFSYYtl2BWD6,Piece of My Heart (feat. Brent Faiyaz),77
93.2,ambient,"Wizkid, Brent Faiyaz",2nYeyMeqYDiFSYYtl2BWD6,Piece of My Heart (feat. Brent Faiyaz),77
93.2,arabic,"Wizkid, Brent Faiyaz",2nYeyMeqYDiFSYYtl2BWD6,Piece of My Heart (feat. Brent Faiyaz),77
93.3,ambient,"Phyno, NSG",3tBWJXPBzqYGkE8I4K7suN,Pinterest,48
93.3,latin,Canserbero,5DmUzQkGpAi6Z7hIaP5lwm,Clima Tropical,47
93.3,metal,Slipknot,2gscB6kDOmrv1P6qs2KXE3,Wait and Bleed,65
93.4,electronic,"c152, Arimasen, KoruSe",6KLQmRX0wORX88MneWUTSV,Skywalker,40
93.4,hip-hop,"Big Zuu, D7, Crafty 893, Drifter",2bh8lyWxq9uNjdXozZZ6sz,Must Be Bored,28
93.4,punk,Evanescence,663Karu2rvKLdnY0eo1n3M,Call Me When You're Sober,69
93.4,hip-hop,"Dr. Dre, Snoop Dogg",503OTo2dSqe7qk76rgsbep,Still D.R.E.,81
93.5,afrobeats,Tyla,1Cbl3Yq8rHo7hhDQmLQagU,PUSH 2 START,78
93.5,rock,Kansas,6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,79
93.6,ambient,ODUMODUBLVCK,1sEIkVGd7fG4K5wFQS6f6y,DECLAN RICE,44
93.6,world,Ensemble Kineya,61TehSBxHRAsGccFegrgu7,Kurama Yama,22
93.7,lofi,Cmd q,0l8GPSRbZlKMXM5sxKni49,Lazy Locomotive,50
93.8,hip-hop,"Mase, Total",6hxn98poTu1O4YZfafvC18,What You Want (feat. Total),63
93.8,pop,Ace of Base,6kWJvPfC4DgUpRsXKNa9z9,All That She Wants,77
93.9,hip-hop,Mobb Deep,33ZXjLCpiINn8eQIDYEPTD,"Shook Ones, Pt. II",74
93.9,blues,"Rihanna, Ne-Yo",7iu0WYLdo4yksKf3seaxzI,Hate That I Love You,69
93.9,hip-hop,"Nas, Ms. Lauryn Hill",5PQmSHzWnlgG4EBuIqjac2,If I Ruled the World (Imagine That) (feat. Lauryn Hill),67
93.9,arabic,Polo G,1VLtjHwRWOVJiE5Py7JxoQ,Martin & Gina,78
93.9,hip-hop,Polo G,1VLtjHwRWOVJiE5Py7JxoQ,Martin & Gina,78
93.9,turkish,Sezer Sarıgöz,59B9SgATQXWdSIBMvtARIs,İki Taraf,49
93.9,hip-hop,The Notorious B.I.G.,7KwZNVEaqikRSBSpyhXK2j,Hypnotize - 2014 Remaster,78
93.9,electronic,"Dele GT, LAVIERY",56WHJQ0YBal6zZcSojTic0,Isla Privée,19
93.9,ambient,Wande Coal,6FLxB7ot3KZwjr0Zew8L7p,Let Them Know,18
94.0,latin,"Bad Bunny, Yaviah",4j4w4CXm6BSr0s25wAWrrX,Bichiyal,70
94.0,jazz,"jüle., IONA, Chill Select, Bn Hl",64Nh1ytlxzdLLpmLoc82tS,Come On Up,47
94.0,brazilian,Luiz Carlos Da Vila,2bHIHO6ynxSMm5ZlQp5CDe,"Benza, Deus",12
94.0,latin,"Ñengo Flow, Bad Bunny",54ELExv56KCAB4UP9cOCzC,Gato de Noche,68
94.0,brazilian,"Nicola Cruz, Huaira",4mbeMzcKPdJi2zVhV0yRYH,Equinoccio (feat. Huaira),37
94.0,brazilian,Ó Do Forró,0HCT0mOKFm50n41p0GnfK8,Quer Mais um Pouquinho,20
94.0,world,"Pahua, Eva de Marce",2eqLgrPkcSTgCvxEtsymiz,Porque Yo,34
94.0,blues,USHER,2QsZVnbWVSjKMXK6K3uRBL,U Remind Me,69
94.0,r&b,USHER,2QsZVnbWVSjKMXK6K3uRBL,U Remind Me,69
94.0,latin,"Daddy Yankee, Snow",5w9c2J52mkdntKOmRLeM2m,Con Calma,76
94.0,pop,"Daddy Yankee, Snow",5w9c2J52mkdntKOmRLeM2m,Con Calma,76
94.0,world,"Los Ángeles Azules, Natalia Lafourcade",0HlMshB5JmZjPNbOuOgFHN,Nunca Es Suficiente,71
94.0,latin,"Becky G, KAROL G",1ri9ZUkBJVFUdgwzCnfcYs,MAMIII,69
94.0,latin,Bad Bunny,5kqNIqFjijuzvVLhuY9B8j,La Zona,68
94.0,lofi,Slowday,7eFgCZQYH6fHKxwn6HPMas,late nights,54
94.0,brazilian,Luiz Carlos Da Vila,4aqpVXisBFlvsgq6GC6RQY,A Luz do Vencedor,20
94.0,latin,"Myke Towers, Farruko, Arcángel, Sech, Zion",6K5BsR04ijf3FHNzjbaagD,Si Se Da - Remix,72
94.0,hip-hop,Nas,3gY6tiCNsuVi6s8kPV6aQg,Nas Is Like,64
94.0,hip-hop,Shubh,6oz1L5jcqZWYuId7nxvIan,Still Rollin,71
94.0,latin,"Rauw Alejandro, Farruko",6mAN61JH0dzyZpWslS11jy,Fantasias,71
94.0,hip-hop,Pink Jagg,6rY95249WCGIi3uR2wy2dS,BIG DEAL,17
94.0,lofi,Poof Tricks,71XyPCA7lYpu2IH6OVGlvr,Flow State,51
94.0,folk,Mark Ambor,2tnSBYJyGGYD0Gbn07tTHZ,Good To Be,71
94.0,hip-hop,"Diplo, Trippie Redd",0c0YHn3DIQLl1opsQDd9kO,Wish (feat. Trippie Redd) - Trippie Mix,71
94.0,latin,"Bad Bunny, Don Omar",5XqCz18k96K8tx6DAYM97i,PA' ROMPERLA,61
94.0,rock,Keane,0yac0FPhLRH9i9lOng3f81,Everybody's Changing,73
94.0,latin,J Balvin,2lCkncy6bIB0LTMT7kvrD1,Azul,66
94.0,brazilian,"Quantic, Nidia Gongora",3hWlzhVc2DK3fsFxE5zGXL,Ojos Vicheros,23
94.0,lofi,nightnotes,1xrkythjTGJM8rClZQdZ5V,letter to amtis,51
94.0,hip-hop,Baby Keem,1Is8hGpkGMiePASAxBluxM,16,77
94.0,ambient,Boj,5MYCIFKSx81z814I4CpVF7,Woodwork,21
94.0,hip-hop,"MC Random, Mista Ed",0ahgiRIQe7gFf7XfEenSwY,Worldwide,22
94.0,latin,Zion & Lennox,2dSy7VwJsM9qEs5wAE9GJV,Mujer Satisfecha,32
94.1,hip-hop,Favé,6Xp82kv8pd7GVvpjYdgMdx,VIBES,60
