playlist_genre,track_name,track_artist,track_popularity,analysis_url
hip-hop,Castlevania,Matuê,70,https://api.spotify.com/v1/audio-analysis/3Kh5a6vXMiJtC35jMEfmyy
hip-hop,We Paid (feat. 42 Dugg),"Lil Baby, 42 Dugg",70,https://api.spotify.com/v1/audio-analysis/6gxKUmycQX7uyMwJcweFjp
hip-hop,Brindis,"Duki, Headie One",73,https://api.spotify.com/v1/audio-analysis/1Bb422wJR14f7sA77gGs0V
hip-hop,Pa Ti,"Bad Bunny, Bryant Myers",72,https://api.spotify.com/v1/audio-analysis/2QrGCbW0ylj94JfkgLZFlA
hip-hop,Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix,"Trap Capos, Noriel, Bad Bunny, Almighty",70,https://api.spotify.com/v1/audio-analysis/2sA4woGW5KgEgGXXxOKPAZ
hip-hop,Nena Maldición (feat. Lenny Tavárez),"Paulo Londra, Lenny Tavárez",73,https://api.spotify.com/v1/audio-analysis/77dMSg2VHi2wwXjXNrmcrZ
hip-hop,PUFFIN ON ZOOTIEZ,Future,77,https://api.spotify.com/v1/audio-analysis/1qMMYpVatbRITKCfq1gasi
hip-hop,1993,Matuê,73,https://api.spotify.com/v1/audio-analysis/6QsHhB0W9GtLF3cI7mUVkQ
hip-hop,Going Bad (feat. Drake),"Meek Mill, Drake",74,https://api.spotify.com/v1/audio-analysis/2IRZnDFmlqMuOrYOLnZZyc
hip-hop,Un Día Más,"Duki, YSY A",71,https://api.spotify.com/v1/audio-analysis/2m3v40xGeLVqnQvAwx5rdi
hip-hop,CANZONE D'ODIO (feat. Lil Baby),"Lazza, Lil Baby",73,https://api.spotify.com/v1/audio-analysis/4CNfC20TImtjdwN3dG0uCF
hip-hop,Solo,Future,80,https://api.spotify.com/v1/audio-analysis/4lH6nENd1y81jp7Yt9lTBX
hip-hop,Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",79,https://api.spotify.com/v1/audio-analysis/0vjeOZ3Ft5jvAi9SBFJm1j
hip-hop,Maturidade,"KayBlack, Wall Hein, AMUSIK",70,https://api.spotify.com/v1/audio-analysis/5RHOhXxMVhpEaBcG6hIydA
hip-hop,Problemas de um Milionário,"WIU, Teto",70,https://api.spotify.com/v1/audio-analysis/0VybBobSYSzliyEJ1VqwGR
hip-hop,BOOKER T,Bad Bunny,72,https://api.spotify.com/v1/audio-analysis/26w9NTiE9NGjW1ZvIOd1So
hip-hop,SICKO MODE,Travis Scott,81,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h
hip-hop,Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",82,https://api.spotify.com/v1/audio-analysis/2Hh3ETdQKrmSI3QS0hme7g
hip-hop,Me Ama Me Odia,"Revol, Ozuna, Cosculluela, Arcángel, Brytiago",71,https://api.spotify.com/v1/audio-analysis/6TZXBJLTIOX6DM6hwCsKw2
rock,505,Arctic Monkeys,84,https://api.spotify.com/v1/audio-analysis/0BxE4FqsDD1Ot4YuBXwAPp
rock,Instant Crush (feat. Julian Casablancas),"Daft Punk, Julian Casablancas",74,https://api.spotify.com/v1/audio-analysis/2cGxRwrMyEAp8dEbuZaVv6
rock,Are You Gonna Be My Girl,Jet,72,https://api.spotify.com/v1/audio-analysis/305WCRhhS10XUcH6AEwZk6
rock,Time to Pretend,MGMT,73,https://api.spotify.com/v1/audio-analysis/4iG2gAwKXsOcijVaVXzRPW
rock,Feel It Still,Portugal. The Man,81,https://api.spotify.com/v1/audio-analysis/6QgjcU0zLnzq5OrUoSZ3OK
rock,misses,Dominic Fike,80,https://api.spotify.com/v1/audio-analysis/6WTFHKrnZpwEBLRS10Ylqs
rock,Too Sweet,Hozier,79,https://api.spotify.com/v1/audio-analysis/3HMY0r2BAdpasXMY8rseR0
rock,Wasted Summers,juju<3,78,https://api.spotify.com/v1/audio-analysis/43MifzVnh8W3jJN0xqU9jR
rock,Feel It - From The Original Series “Invincible”,d4vd,78,https://api.spotify.com/v1/audio-analysis/3SAga35lAPYdjj3qyfEsCF
rock,The Adults Are Talking,The Strokes,77,https://api.spotify.com/v1/audio-analysis/5ruzrDWcT0vuJIOMW7gMnW
rock,3 Nights,Dominic Fike,77,https://api.spotify.com/v1/audio-analysis/0uI7yAKUf52Cn7y3sYyjiX
rock,This Charming Man - 2011 Remaster,The Smiths,77,https://api.spotify.com/v1/audio-analysis/1FvDJ9KGxcqwv1utyPL3JZ
rock,Oysters In My Pocket,Royel Otis,76,https://api.spotify.com/v1/audio-analysis/2B664ulJSVBd6B8SAY3Wux
rock,Fluorescent Adolescent,Arctic Monkeys,76,https://api.spotify.com/v1/audio-analysis/2x8evxqUlF0eRabbW2JBJd
rock,You Get What You Give,New Radicals,74,https://api.spotify.com/v1/audio-analysis/1Cwsd5xI8CajJz795oy4XF
rock,THE SHADE,Rex Orange County,74,https://api.spotify.com/v1/audio-analysis/1gH1h30wkQdd9zhY3j7a8T
rock,Time to Pretend,MGMT,73,https://api.spotify.com/v1/audio-analysis/4iG2gAwKXsOcijVaVXzRPW
rock,Vampire Empire,Big Thief,73,https://api.spotify.com/v1/audio-analysis/0ToG55iJZCOzZkcpWbXxpW
rock,Her,The American Dawn,73,https://api.spotify.com/v1/audio-analysis/2vlkTkPqdATznKHu9gD2c1
rock,Not Strong Enough,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",72,https://api.spotify.com/v1/audio-analysis/09DR0sHnQUhHOiSNttc1mv
rock,Hell N Back,Bakar,71,https://api.spotify.com/v1/audio-analysis/3NRql0A1Ef4RCvT473iqgD
rock,Ghostride,Crumb,71,https://api.spotify.com/v1/audio-analysis/0R3TWpoxAhT3HDXM7tpRzS
metal,Master Of Puppets,Metallica,75,https://api.spotify.com/v1/audio-analysis/2MuWTIM3b0YEAskbeeFE1i
metal,The Trooper - 2015 Remaster,Iron Maiden,71,https://api.spotify.com/v1/audio-analysis/4OROzZUy6gOWN4UGQVaZMF
metal,Walk,Pantera,73,https://api.spotify.com/v1/audio-analysis/7fcfNW0XxTWlwVlftzfDOR
metal,Chop Suey!,System Of A Down,83,https://api.spotify.com/v1/audio-analysis/2DlHlPMa4M17kufBvI2lEN
metal,One,Metallica,72,https://api.spotify.com/v1/audio-analysis/5IX4TbIR5mMHGE4wiWwKW0
metal,Cowboys from Hell,Pantera,71,https://api.spotify.com/v1/audio-analysis/2SgbR6ttzoNlCRGQOKjrop
metal,Duality,Slipknot,80,https://api.spotify.com/v1/audio-analysis/61mWefnWQOLf90gepjOCb3
metal,Enter Sandman,Metallica,79,https://api.spotify.com/v1/audio-analysis/5sICkBXVmaCQk5aISGR3x1
metal,Hail to the King,Avenged Sevenfold,75,https://api.spotify.com/v1/audio-analysis/5anCkDvJ17aznvK5TED5uo
metal,Freak On a Leash,Korn,77,https://api.spotify.com/v1/audio-analysis/6W21LNLz9Sw7sUSNWMSHRu
metal,Dragula,Rob Zombie,77,https://api.spotify.com/v1/audio-analysis/6Nm8h73ycDG2saCnZV8poF
metal,Nightmare,Avenged Sevenfold,70,https://api.spotify.com/v1/audio-analysis/4UEo1b0wWrtHMC8bVqPiH8
metal,My Own Summer (Shove It),Deftones,77,https://api.spotify.com/v1/audio-analysis/1158ckiB5S4cpsdYHDB9IF
hip-hop,"Nuthin' But A ""G"" Thang","Dr. Dre, Snoop Dogg",76,https://api.spotify.com/v1/audio-analysis/5Tbpp3OLLClPJF8t1DmrFD
hip-hop,Still D.R.E.,"Dr. Dre, Snoop Dogg",81,https://api.spotify.com/v1/audio-analysis/503OTo2dSqe7qk76rgsbep
hip-hop,Hypnotize - 2014 Remaster,The Notorious B.I.G.,78,https://api.spotify.com/v1/audio-analysis/7KwZNVEaqikRSBSpyhXK2j
hip-hop,Doo Wop (That Thing),Ms. Lauryn Hill,74,https://api.spotify.com/v1/audio-analysis/0uEp9E98JB5awlA084uaIg
hip-hop,Do For Love,2Pac,74,https://api.spotify.com/v1/audio-analysis/4AE7Lj39VnSZNOmGH2iZaq
hip-hop,"Shook Ones, Pt. II",Mobb Deep,74,https://api.spotify.com/v1/audio-analysis/33ZXjLCpiINn8eQIDYEPTD
hip-hop,I Got 5 On It,"Luniz, Michael Marshall",73,https://api.spotify.com/v1/audio-analysis/4IYKjN1DrYzxKXt0umJqsG
hip-hop,Still Not a Player (feat. Joe) - Radio Version,"Big Pun, Joe",72,https://api.spotify.com/v1/audio-analysis/3GKL13lkM5nRc4zC1lIOrR
hip-hop,Juicy - 2005 Remaster,The Notorious B.I.G.,73,https://api.spotify.com/v1/audio-analysis/5ByAIlEEnxYdvpnezg7HTX
hip-hop,"Nuthin' But A ""G"" Thang","Dr. Dre, Snoop Dogg",76,https://api.spotify.com/v1/audio-analysis/5Tbpp3OLLClPJF8t1DmrFD
hip-hop,C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan,72,https://api.spotify.com/v1/audio-analysis/119c93MHjrDLJTApCVGpvx
hip-hop,Insane in the Brain,Cypress Hill,70,https://api.spotify.com/v1/audio-analysis/1oTHteQbmJw15rPxPVXUTv
hip-hop,ATLiens,Outkast,70,https://api.spotify.com/v1/audio-analysis/2vfvGlqCB7oertO5VLE0sz
hip-hop,N.Y. State of Mind,Nas,70,https://api.spotify.com/v1/audio-analysis/0trHOzAhNpGCsGBEu7dOJo
hip-hop,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,"The Notorious B.I.G., Mase, Diddy",72,https://api.spotify.com/v1/audio-analysis/4INDiWSKvqSKDEu7mh8HFz
rock,You Shook Me All Night Long,AC/DC,81,https://api.spotify.com/v1/audio-analysis/2SiXAy7TuUkycRVbbWDEpo
rock,Everybody Wants To Rule The World,Tears For Fears,85,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE
rock,Don't Stop Believin',Journey,72,https://api.spotify.com/v1/audio-analysis/77NNZQSqzLNqh2A9JhLRkg
rock,Africa,TOTO,83,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX
rock,Back In Black,AC/DC,83,https://api.spotify.com/v1/audio-analysis/08mG3Y1vljYA6bvDt4Wqkj
rock,Dancing In the Dark,Bruce Springsteen,82,https://api.spotify.com/v1/audio-analysis/7FwBtcecmlpc1sLySPXeGE
rock,You Give Love A Bad Name,Bon Jovi,81,https://api.spotify.com/v1/audio-analysis/0rmGAIH9LNJewFw7nKzZnc
rock,Summer Of '69,Bryan Adams,80,https://api.spotify.com/v1/audio-analysis/0GONea6G2XdnHWjNZd6zt3
rock,Should I Stay or Should I Go - Remastered,The Clash,80,https://api.spotify.com/v1/audio-analysis/39shmbIHICJ2Wxnk1fPSdz
rock,Under Pressure - Remastered 2011,"Queen, David Bowie",79,https://api.spotify.com/v1/audio-analysis/2fuCquhmrzHpu5xcA1ci9x
rock,I Love Rock 'N Roll,Joan Jett & the Blackhearts,77,https://api.spotify.com/v1/audio-analysis/2Cdvbe2G4hZsnhNMKyGrie
rock,Start Me Up - Remastered 2009,The Rolling Stones,76,https://api.spotify.com/v1/audio-analysis/7HKez549fwJQDzx3zLjHKC
rock,Jump - 2015 Remaster,Van Halen,75,https://api.spotify.com/v1/audio-analysis/7N3PAbqfTjSEU1edb2tY8j
rock,Free Fallin',Tom Petty,75,https://api.spotify.com/v1/audio-analysis/5tVA6TkbaAH9QMITTQRrNv
rock,The Final Countdown,Europe,74,https://api.spotify.com/v1/audio-analysis/3MrRksHupTVEQ7YbA0FsZK
rock,Hells Bells,AC/DC,73,https://api.spotify.com/v1/audio-analysis/69QHm3pustz01CJRwdo20z
rock,Every Little Thing She Does Is Magic,The Police,73,https://api.spotify.com/v1/audio-analysis/44aTAUBF0g6sMkMNE8I5kd
rock,The Boys Of Summer,Don Henley,73,https://api.spotify.com/v1/audio-analysis/4gvea7UlDkAvsJBPZAd4oB
rock,Heroes - 2017 Remaster,David Bowie,72,https://api.spotify.com/v1/audio-analysis/7Jh1bpe76CNTCgdgAdBw4Z
rock,Born in the U.S.A.,Bruce Springsteen,72,https://api.spotify.com/v1/audio-analysis/0dOg1ySSI7NkpAe89Zo0b9
rock,I Won't Back Down,Tom Petty,73,https://api.spotify.com/v1/audio-analysis/7gSQv1OHpkIoAdUiRLdmI6
rock,Pour Some Sugar On Me - Remastered 2017,Def Leppard,72,https://api.spotify.com/v1/audio-analysis/0PdM2a6oIjqepoEfcJo0RO
rock,Wanted Dead Or Alive,Bon Jovi,72,https://api.spotify.com/v1/audio-analysis/0oerlffJSzhRVvtDfLcp3N
rock,Panama - 2015 Remaster,Van Halen,72,https://api.spotify.com/v1/audio-analysis/05RgAMGypEvqhNs5hPCbMS
rock,Run To You,Bryan Adams,71,https://api.spotify.com/v1/audio-analysis/2RWFncSWZEhSRRifqiDNVV
rock,Rock the Casbah - Remastered,The Clash,71,https://api.spotify.com/v1/audio-analysis/56KqaFSGTb7ifpt16t5Y1N
rock,The Trooper - 2015 Remaster,Iron Maiden,71,https://api.spotify.com/v1/audio-analysis/4OROzZUy6gOWN4UGQVaZMF
rock,Another One Bites The Dust - Remastered 2011,Queen,71,https://api.spotify.com/v1/audio-analysis/57JVGBtBLCfHw2muk5416J
rock,Hungry Like the Wolf - 2009 Remaster,Duran Duran,71,https://api.spotify.com/v1/audio-analysis/39lSeqnyjZJejRuaREfyLL
rock,How Soon Is Now? - 2011 Remaster,The Smiths,71,https://api.spotify.com/v1/audio-analysis/1YrnDTqvcnUKxAIeXyaEmU
rock,Shout,Tears For Fears,71,https://api.spotify.com/v1/audio-analysis/2gQaQUhDCNGfBVXTvxAmXQ
rock,Runaway,Bon Jovi,72,https://api.spotify.com/v1/audio-analysis/0X1sqQ652p1sceKM2nJlIJ
rock,Separate Ways (Worlds Apart) [2023 Remaster],Journey,70,https://api.spotify.com/v1/audio-analysis/1pTw2cNrp9L3esxLAvWnN2
rock,Glory Days,Bruce Springsteen,70,https://api.spotify.com/v1/audio-analysis/2Y90nL1ohB4sgYELDs7uNx
rock,Hit Me With Your Best Shot,Pat Benatar,70,https://api.spotify.com/v1/audio-analysis/0vOkmmJEtjuFZDzrQSFzEE
hip-hop,SPIDER,"GIMS, DYSTINCT",74,https://api.spotify.com/v1/audio-analysis/2fFTn0f94EopgZyfSGQuyK
hip-hop,Bolide Noir,"Central Cee, JRK 19",70,https://api.spotify.com/v1/audio-analysis/14DLZ9FaTofhnXBiV38axE
pop,Die With A Smile,"Lady Gaga, Bruno Mars",100,https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe
pop,APT.,"ROSÉ, Bruno Mars",98,https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY
pop,BIRDS OF A FEATHER,Billie Eilish,97,https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB
pop,That’s So True,Gracie Abrams,93,https://api.spotify.com/v1/audio-analysis/7ne4VBA60CxGM75vw0EYad
pop,Who,Jimin,92,https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU
pop,Running Wild,Jin,71,https://api.spotify.com/v1/audio-analysis/50zAEIE4B1QqhPjRMK2Xmh
pop,Sailor Song,Gigi Perez,93,https://api.spotify.com/v1/audio-analysis/2262bWmqomIaJXwCRHr13j
pop,Taste,Sabrina Carpenter,93,https://api.spotify.com/v1/audio-analysis/5G2f63n7IPVPPjfNIGih7Q
pop,Tu Boda,"Oscar Maydon, Fuerza Regida",93,https://api.spotify.com/v1/audio-analysis/1cOboCuWYI2osTOfolMRS6
pop,WILDFLOWER,Billie Eilish,93,https://api.spotify.com/v1/audio-analysis/3QaPy1KgI7nu9FJEQUgn6h
pop,Espresso,Sabrina Carpenter,88,https://api.spotify.com/v1/audio-analysis/2HRqTpkrJO5ggZyyK6NPWz
pop,Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",92,https://api.spotify.com/v1/audio-analysis/1Es7AUAhQvapIcoh3qMKDL
pop,"Good Luck, Babe!",Chappell Roan,94,https://api.spotify.com/v1/audio-analysis/0WbMK4wrZ1wFSty9F7FCgu
pop,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",82,https://api.spotify.com/v1/audio-analysis/0l0vcZMU7AOeQmUIREoI2U
pop,All I Want for Christmas Is You,Mariah Carey,87,https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn
pop,Last Christmas - Single Version,Wham!,72,https://api.spotify.com/v1/audio-analysis/06qMRF18gwbOYYbnP2du6i
pop,Beautiful Things,Benson Boone,89,https://api.spotify.com/v1/audio-analysis/3xkHsmpQCBMytMJNiDf3Ii
pop,Si Antes Te Hubiera Conocido,KAROL G,93,https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k
pop,The Emptiness Machine,Linkin Park,79,https://api.spotify.com/v1/audio-analysis/1EDPVGbyPKJPeGqATwXZvN
pop,Please Please Please,Sabrina Carpenter,87,https://api.spotify.com/v1/audio-analysis/2tHwzyyOLoWSFqYNjeVMzj
pop,"I Love You, I'm Sorry",Gracie Abrams,90,https://api.spotify.com/v1/audio-analysis/51rfRCiUSvxXlCSCfIztBy
pop,The Night We Met,Lord Huron,88,https://api.spotify.com/v1/audio-analysis/3hRV0jL3vUpRrcy398teAU
pop,Khé?,"Rauw Alejandro, Romeo Santos",78,https://api.spotify.com/v1/audio-analysis/1YYfyJ2yCvGFCxwjsIqEK9
pop,Sweater Weather,The Neighbourhood,90,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6
pop,I Wanna Be Yours,Arctic Monkeys,90,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n
pop,Lose Control,Teddy Swims,89,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj
pop,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",90,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB
pop,Yellow,Coldplay,89,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg
pop,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",88,https://api.spotify.com/v1/audio-analysis/3tFed7YsjGnIfxeLEQwx3R
pop,That's What I Like,Bruno Mars,88,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU
pop,Locked out of Heaven,Bruno Mars,89,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh
pop,Bed Chem,Sabrina Carpenter,90,https://api.spotify.com/v1/audio-analysis/1UHS8Rf6h5Ar3CDWRd3wjF
pop,Like Him (feat. Lola Young),"Tyler, The Creator, Lola Young",87,https://api.spotify.com/v1/audio-analysis/6jbYpRPTEFl1HFKHk1IC0m
pop,Night Changes,One Direction,89,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ
pop,Rockin' Around The Christmas Tree,Brenda Lee,83,https://api.spotify.com/v1/audio-analysis/2EjXfH91m7f8HiJN1yQg97
pop,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",89,https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW
pop,Just the Way You Are,Bruno Mars,85,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ
pop,A Bar Song (Tipsy),Shaboozey,84,https://api.spotify.com/v1/audio-analysis/5fZJQrFKWQLb7FpJXZ1g7K
pop,NIGHTS LIKE THIS,The Kid LAROI,88,https://api.spotify.com/v1/audio-analysis/1XBYiRV30ykHw5f4wm6qEn
pop,Iris,The Goo Goo Dolls,87,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs
pop,In the End,Linkin Park,88,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq
pop,Too Sweet,Hozier,84,https://api.spotify.com/v1/audio-analysis/19XpFsce28aByvCC4g89tJ
pop,Juno,Sabrina Carpenter,87,https://api.spotify.com/v1/audio-analysis/21B4gaTWnTkuSh77iWEXdS
pop,Riptide,Vance Joy,85,https://api.spotify.com/v1/audio-analysis/2uXlHCUbq9OMUwx3hrk06o
pop,Heavy Is the Crown,Linkin Park,78,https://api.spotify.com/v1/audio-analysis/2HBBM75Xv3o2Mqdyh1NcM0
pop,DOS DÍAS,"Tito Double P, Peso Pluma",88,https://api.spotify.com/v1/audio-analysis/5lKFO0PrOC9jmOlPEdjHsL
pop,EL LOKERON,Tito Double P,89,https://api.spotify.com/v1/audio-analysis/6X6m4xmdFcz31p1h7Qg68c
pop,Santa Tell Me,Ariana Grande,82,https://api.spotify.com/v1/audio-analysis/0lizgQ7Qw35od7CYaoMBZb
pop,Jingle Bell Rock,Bobby Helms,80,https://api.spotify.com/v1/audio-analysis/7vQbuQcyTflfCIOu3Uzzya
pop,we can't be friends (wait for your love),Ariana Grande,86,https://api.spotify.com/v1/audio-analysis/51ZQ1vr10ffzbwIjDCwqm4
pop,Night Changes,One Direction,89,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ
pop,Easy On Me,Adele,77,https://api.spotify.com/v1/audio-analysis/0gplL1WMoJ6iYaPgMCL0gX
pop,Wrecking Ball,Miley Cyrus,78,https://api.spotify.com/v1/audio-analysis/2vwlzO0Qp8kfEtzTsCXfyE
pop,All of Me,John Legend,83,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a
pop,Just Give Me a Reason (feat. Nate Ruess),"P!nk, Nate Ruess",83,https://api.spotify.com/v1/audio-analysis/1mKXFLRA179hdOWQBwUk9e
pop,Counting Stars,OneRepublic,71,https://api.spotify.com/v1/audio-analysis/6sy3LkhNFjJWlaeSMNwQ62
pop,Unstoppable,Sia,77,https://api.spotify.com/v1/audio-analysis/1yvMUkIOTeUNtNWlWRgANS
pop,Yellow,Coldplay,89,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg
pop,End of Beginning,Djo,89,https://api.spotify.com/v1/audio-analysis/3qhlB30KknSejmIvZZLjOD
pop,Iris,The Goo Goo Dolls,87,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs
pop,Stick Season,Noah Kahan,87,https://api.spotify.com/v1/audio-analysis/0mflMxspEfB0VbI1kyLiAv
pop,When I Was Your Man,Bruno Mars,87,https://api.spotify.com/v1/audio-analysis/0nJW01T7XtvILxQgC5J7Wh
pop,Story of My Life,One Direction,86,https://api.spotify.com/v1/audio-analysis/4nVBt6MZDDP6tRVdQTgxJg
pop,Another Love,Tom Odell,86,https://api.spotify.com/v1/audio-analysis/3JvKfv6T31zO0ini8iNItO
pop,Something Just Like This,"The Chainsmokers, Coldplay",86,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW
pop,lovely (with Khalid),"Billie Eilish, Khalid",86,https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4
pop,Nonsense,Sabrina Carpenter,86,https://api.spotify.com/v1/audio-analysis/6dgUya35uo964z7GZXM07g
pop,Shape of You,Ed Sheeran,86,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3
pop,Something in the Orange,Zach Bryan,85,https://api.spotify.com/v1/audio-analysis/3WMj8moIAXJhHsyLaqIIHI
pop,Just the Way You Are,Bruno Mars,85,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ
pop,Say You Won't Let Go,James Arthur,85,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh
pop,Sure Thing,Miguel,85,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV
pop,Perfect,Ed Sheeran,86,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v
pop,The Scientist,Coldplay,84,https://api.spotify.com/v1/audio-analysis/75JFxkI2RXiU7L9VXzMkle
pop,Skyfall,Adele,84,https://api.spotify.com/v1/audio-analysis/6VObnIkLVruX4UVyxWhlqm
pop,Thunder,Imagine Dragons,84,https://api.spotify.com/v1/audio-analysis/1zB4vmk8tFRmM9UULNzbLB
pop,Lover,Taylor Swift,84,https://api.spotify.com/v1/audio-analysis/1dGr1c8CrMLDpV6mPbImSI
pop,Circles,Post Malone,83,https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb
pop,Heather,Conan Gray,83,https://api.spotify.com/v1/audio-analysis/4xqrdfXkTW4T0RauPLv3WA
pop,Ghost,Justin Bieber,83,https://api.spotify.com/v1/audio-analysis/6I3mqTwhRpn34SLVafSH7G
pop,Maps,Maroon 5,83,https://api.spotify.com/v1/audio-analysis/4gbVRS8gloEluzf0GzDOFc
pop,Photograph,Ed Sheeran,84,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL
pop,Stitches,Shawn Mendes,82,https://api.spotify.com/v1/audio-analysis/5jsw9uXEGuKyJzs0boZ1bT
pop,Fix You,Coldplay,82,https://api.spotify.com/v1/audio-analysis/7LVHVU3tWfcxj5aiPFEW4Q
pop,Fast Car,Luke Combs,82,https://api.spotify.com/v1/audio-analysis/1Lo0QY9cvc8sUB2vnIOxDT
pop,Before You Go,Lewis Capaldi,81,https://api.spotify.com/v1/audio-analysis/2gMXnyrvIjhVBUZwvLZDMP
pop,Anti-Hero,Taylor Swift,81,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu
pop,Complicated,Avril Lavigne,81,https://api.spotify.com/v1/audio-analysis/5xEM5hIgJ1jjgcEBfpkt2F
pop,Paradise,Coldplay,81,https://api.spotify.com/v1/audio-analysis/6nek1Nin9q48AVZcWs9e9D
pop,Memories,Maroon 5,82,https://api.spotify.com/v1/audio-analysis/4cktbXiXOapiLBMprHFErI
pop,Thinking out Loud,Ed Sheeran,81,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f
pop,Drops of Jupiter (Tell Me),Train,80,https://api.spotify.com/v1/audio-analysis/2hKdd3qO7cWr2Jo0Bcs0MA
pop,Dance The Night - From Barbie The Album,Dua Lipa,80,https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA
pop,I Ain't Worried,OneRepublic,79,https://api.spotify.com/v1/audio-analysis/4h9wh7iOZ0GGn8QVp4RAOB
pop,Try,P!nk,79,https://api.spotify.com/v1/audio-analysis/1jF7IL57ayN4Ity3jQqGu0
pop,This Love,Maroon 5,82,https://api.spotify.com/v1/audio-analysis/6ECp64rv50XVz93WvxXMGF
pop,7 Years,Lukas Graham,79,https://api.spotify.com/v1/audio-analysis/5kqIPrATaCc2LqxVWzQGbk
pop,Heartbreak Anniversary,Giveon,79,https://api.spotify.com/v1/audio-analysis/3FAJ6O0NOHQV8Mc5Ri6ENp
pop,Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",79,https://api.spotify.com/v1/audio-analysis/6zSpb8dQRaw0M1dK8PBwQz
pop,Like I'm Gonna Lose You (feat. John Legend),"Meghan Trainor, John Legend",78,https://api.spotify.com/v1/audio-analysis/2YlZnw2ikdb837oKMKjBkW
pop,Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",78,https://api.spotify.com/v1/audio-analysis/1Y3LN4zO1Edc2EluIoSPJN
pop,She Will Be Loved - Radio Mix,Maroon 5,80,https://api.spotify.com/v1/audio-analysis/4llK75pXNWZz6KAho2Gp16
pop,This Town,Niall Horan,78,https://api.spotify.com/v1/audio-analysis/0qvzXomUDJVaUboy2wMfiS
